Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,OperatingSystems,Browser,Region,TrafficType,Weekend,Revenue,Month_Dec,Month_Feb,Month_Jul,Month_June,Month_Mar,Month_May,Month_Nov,Month_Oct,Month_Sep,VisitorType_Other,VisitorType_Returning_Visitor,Total_Duration,Avg_Time_Per_Page
-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,-0.31717784430961626,-0.3088213656157659,-1.2334263653856892,-0.7902928907952793,-0.8941784945554541,-0.7626290315351482,-0.5505516919455627,0,-0.4035819998870611,8.124707352589224,-0.19054821777711092,-0.1546489346054118,-0.4277391259377687,-0.6125317802350366,-0.5667981828002963,-0.21587139311442882,-0.19417541095746804,-0.08331631784906546,0.4106210058721585,-0.6003640762589318,0.015567071421438485
-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.66851798144781,-0.5909025573961064,-0.45768299649364935,1.171472500128347,-0.31717784430961626,-0.3088213656157659,-0.1360782821758221,-0.20795192721996142,-0.8941784945554541,-0.5141821926314181,-0.5505516919455627,0,-0.4035819998870611,8.124707352589224,-0.19054821777711092,-0.1546489346054118,-0.4277391259377687,-0.6125317802350366,-0.5667981828002963,-0.21587139311442882,-0.19417541095746804,-0.08331631784906546,0.4106210058721585,-0.5852267855383664,0.01572584154669142
-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,-0.31717784430961626,-0.3088213656157659,2.058617884243912,-0.7902928907952793,2.4370813423954845,-0.265735353727688,-0.5505516919455627,0,-0.4035819998870611,8.124707352589224,-0.19054821777711092,-0.1546489346054118,-0.4277391259377687,-0.6125317802350366,-0.5667981828002963,-0.21587139311442882,-0.19417541095746804,-0.08331631784906546,0.4106210058721585,-0.6003640762589318,0.015567071421438485
-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.66851798144781,-0.6229539787319183,0.5735349511628588,1.9946097379805605,-0.31717784430961626,-0.3088213656157659,0.9612698010340449,-0.20795192721996142,-0.47777101493658675,-0.01728851482395788,-0.5505516919455627,0,-0.4035819998870611,8.124707352589224,-0.19054821777711092,-0.1546489346054118,-0.4277391259377687,-0.6125317802350366,-0.5667981828002963,-0.21587139311442882,-0.19417541095746804,-0.08331631784906546,0.4106210058721585,-0.5997333558121628,0.01683806987243165
-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.48863638737375986,-0.2964301238717338,-0.045195817431046136,0.14255095281308014,-0.31717784430961626,-0.3088213656157659,0.9612698010340449,0.3743890363553565,-0.8941784945554541,-0.01728851482395788,1.8163598707074318,0,-0.4035819998870611,8.124707352589224,-0.19054821777711092,-0.1546489346054118,-0.4277391259377687,-0.6125317802350366,-0.5667981828002963,-0.21587139311442882,-0.19417541095746804,-0.08331631784906546,0.4106210058721585,-0.4519476711471384,0.016215064130664245
-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.2862695940404534,-0.5437573552885533,-0.13203521703653345,-0.3809354383438791,-0.31717784430961626,-0.3088213656157659,-0.1360782821758221,-0.20795192721996142,-0.8941784945554541,-0.265735353727688,-0.5505516919455627,0,-0.4035819998870611,8.124707352589224,-0.19054821777711092,-0.1546489346054118,-0.4277391259377687,-0.6125317802350366,-0.5667981828002963,-0.21587139311442882,-0.19417541095746804,-0.08331631784906546,0.4106210058721585,-0.5638887244183939,0.057609088713452605
-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.6910031807070663,-0.6243475187901789,3.667188794132383,3.229315594758881,-0.31717784430961626,1.7021463861890365,-0.1360782821758221,0.9567299999306743,-0.06136353531771945,-0.265735353727688,-0.5505516919455627,0,-0.4035819998870611,8.124707352589224,-0.19054821777711092,-0.1546489346054118,-0.4277391259377687,-0.6125317802350366,-0.5667981828002963,-0.21587139311442882,-0.19417541095746804,-0.08331631784906546,0.4106210058721585,-0.6003640762589318,0.015567071421438485
-0.39593771128091604,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.7134883799663226,-0.6243475187901789,3.667188794132383,3.229315594758881,-0.31717784430961626,-0.3088213656157659,-1.2334263653856892,-0.20795192721996142,-0.8941784945554541,0.23115832407977221,1.8163598707074318,0,-0.4035819998870611,8.124707352589224,-0.19054821777711092,-0.1546489346054118,-0.4277391259377687,-0.6125317802350366,-0.5667981828002963,-0.21587139311442882,-0.19417541095746804,-0.08331631784906546,0.4106210058721585,-0.6003640762589318,0.040186629823881555
-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.66851798144781,-0.6050121504842307,-0.45768299649364935,1.171472500128347,-0.31717784430961626,3.713114137993839,-0.1360782821758221,-0.20795192721996142,-0.47777101493658675,-0.265735353727688,-0.5505516919455627,0,-0.4035819998870611,8.124707352589224,-0.19054821777711092,-0.1546489346054118,-0.4277391259377687,-0.6125317802350366,-0.5667981828002963,-0.21587139311442882,-0.19417541095746804,-0.08331631784906546,0.4106210058721585,-0.5916128300611049,0.016215463798786245
-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.6460327821885538,-0.23868530771478053,-0.45768299649364935,-0.42907213360171953,-0.31717784430961626,1.7021463861890365,-0.1360782821758221,0.9567299999306743,-0.8941784945554541,-0.5141821926314181,-0.5505516919455627,0,-0.4035819998870611,8.124707352589224,-0.19054821777711092,-0.1546489346054118,-0.4277391259377687,-0.6125317802350366,-0.5667981828002963,-0.21587139311442882,-0.19417541095746804,-0.08331631784906546,0.4106210058721585,-0.4258121926374122,0.004496086707158026
-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.6460327821885538,-0.41792939768613774,-0.45768299649364935,0.485524808777646,-0.31717784430961626,-0.3088213656157659,-1.2334263653856892,-0.7902928907952793,-0.06136353531771945,-0.265735353727688,-0.5505516919455627,0,-0.4035819998870611,8.124707352589224,-0.19054821777711092,-0.1546489346054118,-0.4277391259377687,-0.6125317802350366,-0.5667981828002963,-0.21587139311442882,-0.19417541095746804,-0.08331631784906546,0.4106210058721585,-0.5069386100929423,0.010905227281301087
-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.3537251918182222,-0.41126653428341237,-0.07097626612245886,-0.3547611352487759,-0.31717784430961626,1.7021463861890365,-1.2334263653856892,-0.7902928907952793,0.3550439443011479,-0.265735353727688,-0.5505516919455627,0,-0.4035819998870611,8.124707352589224,-0.19054821777711092,-0.1546489346054118,-0.4277391259377687,-0.6125317802350366,-0.5667981828002963,-0.21587139311442882,-0.19417541095746804,-0.08331631784906546,0.4106210058721585,-0.5039229779572048,0.0366891733281287
-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.5560919851515287,-0.47776452393022056,-0.45768299649364935,-0.29841541578842107,-0.31717784430961626,-0.3088213656157659,-1.2334263653856892,-0.7902928907952793,-0.8941784945554541,-0.265735353727688,-0.5505516919455627,0,-0.4035819998870611,8.124707352589224,-0.19054821777711092,-0.1546489346054118,-0.4277391259377687,-0.6125317802350366,-0.5667981828002963,-0.21587139311442882,-0.19417541095746804,-0.08331631784906546,0.4106210058721585,-0.5340201692727038,0.018886306890970293
-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.578577184410785,-0.5731349216555054,-0.45768299649364935,0.485524808777646,-0.31717784430961626,-0.3088213656157659,-0.1360782821758221,1.5390709635059923,-0.8941784945554541,-0.265735353727688,-0.5505516919455627,0,-0.4035819998870611,8.124707352589224,-0.19054821777711092,-0.1546489346054118,-0.4277391259377687,-0.6125317802350366,-0.5667981828002963,-0.21587139311442882,-0.19417541095746804,-0.08331631784906546,0.4106210058721585,-0.5771850998430661,0.021031720922466756
